#separator:Semicolon
#html:false
#columns:Traditional;Reading;Definition;Simplified;tag
#notetype:Chinese (Trad and Simp)
#deck:tianguancifu
釀;niang4;"VERB

brew; ferment

<hr style='width: 30%'>

BOUND FORM

1 brew (fig.); be in long, drawn-out preparation in yùnniàng

2 lead to; result in in niàngchéng

3 wine in ¹jiāniàng";酿;
廊;lang2;"BOUND FORM

porch; corridor in zǒuláng";;hsk3
副;fu4;"PREFIX

1 deputy; assistant; vice-

2 auxiliary; subsidiary

<hr style='width: 30%'>

NOMINAL MEASURE WORD

(for sets of things or facial expressions)

<hr style='width: 30%'>

BOUND FORM

tally with; conform to; fit in míngfùqíshí";;hsk6
殆;dai4;"ADVERB

nearly

<hr style='width: 30%'>

BOUND FORM

defeat";;hsk3
誣陷;wu1xian4;"VERB

frame (sb.)";诬陷;
誣;wu1;"BOUND FORM

slander; falsely accuse in wūmiè , bèiwū";诬;
謎;mi2;"NOUN

1 riddle; conundrum

2 enigma; mystery 這個人是個謎。 Zhège rén shì ge mí. This man is a mystery. See also ⁷mèi";谜;hsk7-9
邪乎;xie2hu5;"STATIC VERB

, coll.

1 extraordinary

2 severe

3 exaggerated; overstated

4 fantastic; incredible";;hsk3
慣;guan4;"VERB

1 be used to 我幹慣了。 Wǒ gàn guàn le. I'm used to working.

2 indulge; spoil 孩子不能太慣。 Háizi bùnéng tài guàn. Children should not be overindulged.

<hr style='width: 30%'>

BOUND FORM

habitual; customary in xíguàn

<hr style='width: 30%'>

ADVERB

in the habit of";惯;hsk7-9
篆;zhuan4;"BOUND FORM

1 seal in zhuànkè

2 seal-style characters in zhuànzì , ³zhuànshū

3 write seal characters in zhuàn'é";;hsk3
默認;mo4ren4;"VERB

tacitly approve/agree/acknowledge 我只好默認了。 Wǒ zhị̌hǎo mòrèn le. I have to tacitly approve.

<hr style='width: 30%'>

ATTRIBUTIVE

, comp. default (state)";默认;
撒潑;sa1po1;"VERB

OBJECT CONSTRUCTION

throw a tantrum/fit";撒泼;
撒;sa1;"VERB

1 let go; release

2 let oneself go See also ²sǎ";;hsk7-9
奴;nu2;"BOUND FORM

1 slave in núlì

2 servant in jiānú

3 enslave; treat as a slave in núyì";;hsk3
奴僕;nu2pu2;"NOUN

servant; lackey 大地主家使喚著一群奴僕。 Dà dìzhǔ jiā shǐhuan zhe yī̠ qún núpú. The big landlord has a host of servants at his beck and call.

M: ge / míng / 個 / 名";奴仆;
迢迢;tiao2tiao2;"REDUPLICATED FORM

far away; remote";;hsk3
退;tui4;"VERB

1 retreat; retire

2 decline; ebb

3 return; give back; refund

4 cede

5 cause to move back; repulse the enemy

6 fade

<hr style='width: 30%'>

BOUND FORM

1 resign/retire from in tuìzhí , tuìxiū

2 cancel; break off; rescind in tuìqīn";;hsk3
分文不取;fen1wen2bu4qu3;"FIXED EXPRESSION

not take a penny; be free of charge";;hsk3
貴庚;gui4geng1;"FIXED EXPRESSION

, court. (may I know) your age?";贵庚;
庚;geng1;"NOUN

7th of the

10 Heavenly Stems

<hr style='width: 30%'>

BOUND FORM

age in guìgēng";;hsk3
度;du4;"NOMINAL MEASURE WORD

(for occasions/times)

1 unit of measurement for angles/temperature/etc.; degree 這酒六十多度。 Zhè jiǔ liùshí duō dù. This liquor is more than

60 proof.

2 elec. kilowatt-hour (KWH)

<hr style='width: 30%'>

VERB

spend (holidays); pass (time)

<hr style='width: 30%'>

BOUND FORM

1 linear measure in dùliànghéng

2 degree of intensity in ¹nándù

3 limit; extent in ¹xiàndù

4 tolerance; magnanimity in dùliàng

5 consideration

6 -ness; -ity
	硬度 yìngdù hardness See also ³duó";;hsk7-9
支援;zhi1yuan2;"NOUN

 

<hr style='width: 30%'>

VERB

support; assist; help 我們支援你們一些物資。 Wǒmen zhīyuán nǐmen yī̠xiē wùzī. We'll assist you with some materials.";;hsk6
援;yuan2;"BOUND FORM

1 assist; support in zhīyuán

2 rescue; help in ¹yuánzhù

3 cite; quote in yuányòng";;hsk3
眾目睽睽;zhong4mu4kui2kui2;"FIXED EXPRESSION

be in the glare of the public eye";众目睽睽;
睽;kui2;"BOUND FORM

separated; isolated in kuígé

<hr style='width: 30%'>

NOUN

name of one of the Sixty-four Hexagrams (䷥)";;hsk3
緒;xu4;"BOUND FORM

1 beginning of a matter in tóuxù

2 remnants in xùyú

3 mood; emotions in qíngxù

4 affair; matter; business in xùyè";绪;
頭緒;tou2xu4;"NOUN

1 main threads/points 這件事兒我們沒有頭緒。 Zhèi jiàn shìr wǒmen méiyǒu tóuxù. We have no idea how to get started on this business.

2 trail/clue of (a criminal/etc.) investigation

3 ways/means

4 sequence; systematical";头绪;
間隔;jian4ge2;"NOUN

interval; intermission

<hr style='width: 30%'>

VERB

be separated";间隔;hsk7-9
間;jian4;"VERB

thin out (seedlings)

<hr style='width: 30%'>

BOUND FORM

1 separate in jiàngé

2 sow discord in líjiàn

3 space in between; opening in jiànxiē

4 crevice; leak in jiànxì

5 mixed; commingled in jiànzá See also ¹⁶gān ¹jiān";间;hsk1
應對;ying4dui4;"VERB

1 reply; answer
	應對得體 Yìngduì détǐ reply properly

2 receive (a guest)

<hr style='width: 30%'>

NOUN

1 repartee

2 interaction; reaction";应对;hsk6
策;ce4;"BOUND FORM

1 plan; scheme; strategy

2 whip

3 hist. bamboo/wooden slips used for writing

4 ancient type of essay

5 Surname

<hr style='width: 30%'>

BOUND FORM

1 plan in ¹cèhuà

2 whip; urge on in ¹biāncè";;hsk3
撇;"pie1; pie3";"pie1
VERB

1 cast aside; abandon

2 skim off See also ¹piě

<hr style='width: 30%'><hr style='width: 30%'>

pie3
VERB

1 throw; fling; cast

2 curl the lips

<hr style='width: 30%'>

NOUN

left-falling stroke in calligraphy See also ²piē";;hsk7-9
豪;hao2;"BOUND FORM

1 a person of extraordinary talents/abilities in háojié

2 bold; forthright; unrestrained in háofàng

3 despotic; bullying in háoqiáng";;hsk3
自豪;zi4hao2;"STATIC VERB

pride oneself on 我為你感到自豪。 Wǒ wèi nǐ gǎndào zìháo. I'm proud of you.";;hsk5
勁;"jin4; jing4";"jin4
BOUND FORM

1 vigor; energy; strength; interest in jìnr , ¹shǐjìn

2 air; manner; expression in ²chuǎngjìn See also ⁸jìng

<hr style='width: 30%'><hr style='width: 30%'>

jing4
BOUND FORM

strong; powerful; sturdy in qiángjìng See also ³jìn";劲;
得意;de2yi4;"VERB

OBJECT CONSTRUCTION

be complacent; proud of oneself";;hsk4
踢;ti1;"VERB

kick";;hsk6
渴望;ke3wang4;"VERB

thirst/long for 那個男孩兒渴望當兵。 Nàge nánháir kěwàng dāngbīng. The boy is longing to join the army.";;hsk5
渴;ke3;"STATIC VERB

thirsty";;hsk3
言聽計從;yan2ting1ji4cong2;"FIXED EXPRESSION

always follow sb.'s advice 他對父母的話言聽計從。 Tā duì fùmǔ de huà yántīngjìcóng. He always follows his parents' advice.";言听计从;
拒絕;ju4jue2;"VERB

1 refuse 對方拒絕談判。 Duìfāng jùjué tánpàn. The opponent refused to negotiate.

2 reject; decline";拒绝;hsk5
懾;she4;"BOUND FORM

to fear; frighten in ¹shèfú , bùshè";慑;
刺青;ci4qing1;"VERB

OBJECT CONSTRUCTION

tattoo

<hr style='width: 30%'>

NOUN

a tattoo";;hsk3
慫;song3;"BOUND FORM

alarmed; frightened in sọ̌ngyǒng , hǒngsǒng";怂;
相處;xiang1chu3;"VERB

1 get along (with one another) 他很好相處。 Tā hẹ̌n hǎo xiāngchǔ. He's easy to get along with.

2 live together";相处;hsk4
天性;tian1xing4;"NOUN

natural instincts; nature";;hsk7-9
曬;shai4;"VERB

1 shine on

2 sun-dry; soak up the sun 我喜歡在海灘上曬太陽。 Wọ̌ xǐhuan zài hǎitān shang shài tàiyáng. I like soaking up the sun on the beach.

3 (slang) cold-shoulder

<hr style='width: 30%'>

STATIC VERB

sun-drenched";晒;hsk4
蔫;nian1;"VERB

wither; fade; droop 花蔫了, 快澆水。 Huā niān le, kuài jiāoshuǐ. The flower has faded, water it quickly.

<hr style='width: 30%'>

STATIC VERB

listless; spiritless 這人很蔫。 Zhè rén hěn niān. This man is listless.";;hsk3
刀槍;dao1qiang1;"NOUN

sword and spear; weapons

M: fù / 副";刀枪;
罩;zhao4;"VERB

cover; shade 城市上空罩著厚厚的烏雲。 Chéngshì shàngkōng zhàozhe hòuhòu de wūyún. Thick clouds cover the whole city.

<hr style='width: 30%'>

BOUND FORM

1 cover; hood in zhàozi , dēngzhào

2 overalls; smock in zhàoyī

<hr style='width: 30%'>

NOUN

1 bamboo fish trap

2 bamboo chicken coop

3 cage";;hsk7-9
取而代之;qu3er2dai4zhi1;"FIXED EXPRESSION

1 replace/supersede sb.

2 usurp another's (usu. better) position";;hsk7-9
繡;xiu4;"VERB

embroider

<hr style='width: 30%'>

BOUND FORM

embroidery in xiùxié , Sūxiù";绣;hsk7-9
奇效;qi2xiao4;"ATTRIBUTIVE

extraordinary efficacy (of medicine)";;hsk3
材料;cai2liao4;"NOUN

1 material

2 data

3 stuff; ingredients

M: xiē / pī / 些 / 批";;hsk4
煞;"sha1; sha4";"sha1
VERB

1 bring to an end

2 tighten

3 mitigate; reduce

<hr style='width: 30%'>

ADVERB

very

<hr style='width: 30%'>

SUFFIX

dead
	笑煞人 xiàoshā rén make one die of laughter See also ³shà

<hr style='width: 30%'><hr style='width: 30%'>

sha4
BOUND FORM

1 evil spirit in èshà

2 very in shàbái See also ⁶shā";;hsk3
雜;za2;"STATIC VERB

1 mixed; composite

2 miscellaneous; sundry 這篇文章的內容太雜了。 Zhè piān wénzhāng de nèiróng tài zá le. The content of this article is too diffuse.

<hr style='width: 30%'>

BOUND FORM

mix; mingle in jiāzá See also ⁵zā";杂;hsk6
雜書;za2shu1;"NOUN

miscellaneous (inferior) books

M: běn / 本";杂书;
涉;she4;"BOUND FORM

1 wade; ford in shèshuǐ

2 go through; experience in ¹shèxiǎn

3 involve in ¹shèjí

4 implicate in shèxián";;hsk3
干涉;gan1she4;"VERB

interfere; intervene; meddle
	干涉別國內政 Gānshè bié guó nèizhèng interfere with the internal affairs of other countries

<hr style='width: 30%'>

NOUN

1 interference

2 relation";;hsk6
搗;dao3;"VERB

1 thresh (grain); hull; unhusk

2 beat; pound

<hr style='width: 30%'>

BOUND FORM

attack; harass in dǎoluàn";捣;
揮;hui1;"VERB

brandish

<hr style='width: 30%'>

BOUND FORM

1 wipe off/away in huīlèi

2 direct in zhǐhuī

3 command (an army) in huīshī

4 scatter; disperse in huīfā

5 squander (money/etc.)";挥;hsk7-9
弦;xian2;"NOUN

1 string; bowstring

2 string of a musical instrument

3 topo. spring (of a watch/etc.)

4 math. a chord b hypotenuse";;hsk7-9
騎;qi2;"VERB

ride/sit astride

<hr style='width: 30%'>

BOUND FORM

cavalry; cavalryman in ¹qíshì";骑;hsk3
祖宗;zu3zong1;"NOUN

ancestors; forebears";;hsk7-9
宗;zong1;"BOUND FORM

1 forefathers; ancestors in zǔzōng

2 clan in tóngzōng , zōngxiōng

3 sect; faction; school in Chánzōng

4 principal aim in zōngzhǐ

5 model; great master in zōngshī

6 ancestral temple in zōngmiào

7 religion in zōngjiào

8 venerate in zōngyǎng

9 pay court to

10 take as one's model (in academic or artistic work)

<hr style='width: 30%'>

NOUN

1 trad. Tibetan county-like unit

2 Surname

<hr style='width: 30%'>

NOMINAL MEASURE WORD

(for items/batches)";;hsk7-9
驢;lü2;"NOUN

donkey; ass

<hr style='width: 30%'>

STATIC VERB

stupid and obstinate";驴;
秸;jie1;"BOUND FORM

stubble; grain stalks after harvest in jiēgǎn , shújiē";;hsk3
稈;gan3;"NOUN

stalk

M: ge / ²gēn / ²kē / 個 / 根 / 棵";秆;
新鮮;xin1xian1;"STATIC VERB

1 fresh 魚很新鮮。 Yú hěn xīnxiān. The fish is fresh.

2 new; novel; strange 這話真新鮮。 Zhè huà zhēn xīnxiān. That's a strange thing to say.";新鲜;hsk4
鮮;xian1;"STATIC VERB

1 fresh; new

2 delicious; tasty 這湯真鮮。 Zhè tāng zhēn xiān. The soup is really delicious.

<hr style='width: 30%'>

BOUND FORM

1 delicacy in shíxiān

2 seafood in hǎixiān

3 bright-colored; bright in ¹xiānyàn See also ⁴xiǎn";鲜;hsk4
辣;la4;"STATIC VERB

1 peppery; hot

2 sharp; spicy; biting (of smell/taste) 四川菜很辣。 Sìchuān cài hěn là. Sichuan food is hot and spicy.

3 vicious; ruthless See also ³lā";;hsk4
梵;fan4;"BOUND FORM

1 Sanskrit in Fànwén

2 Buddhist in fàngōng";;hsk3
獵;lie4;"BOUND FORM

hunt; chase in ¹dǎliè";猎;
佛;fo2;;;hsk6
盤;pan2;"NOUN

1 tray; plate; dish

2 market quotation; current price

3 Surname

<hr style='width: 30%'>

NOMINAL MEASURE WORD

1 (for coils/dishes/etc.)

2 (sport) game; set

<hr style='width: 30%'>

VERB

1 coil; wind; twist

2 build (a stove/etc.)

3 check; examine

4 transfer (ownership of a shop)

5 carry; transport";盘;hsk7-9
精密;jing1mi4;"STATIC VERB

precise; accurate; exact 精密儀器提高了分析質量。 Jīngmì yíqì tígāole fēnxi zhìliàng. Precision instruments have enhanced the quality of analysis.

<hr style='width: 30%'>

NOUN

precision";;hsk3
擾亂;rao3luan4;"R.VERB

throw into disorder 警惕壞人擾亂公共治安。 Jǐngtì huàirén rǎoluàn gōnggòng zhì'ān. We must be on guard against bad elements disrupting public order.";扰乱;hsk7-9
允;yun3;"BOUND FORM

1 permit; allow; consent in yụ̌nxǔ

2 fair; just right in yǔndàng";;hsk3
質疑;zhi4yi2;"VERB

call in question; challenge 我們對他的證據提出質疑。 Wǒmen duì tā de zhèngjù tíchū zhìyí. We challenged his evidence.";质疑;hsk7-9
閣下;ge2xia4;"FIXED EXPRESSION

, court. Your/His/Her Excellency";阁下;
胭;yan1;"BOUND FORM

rouge; makeup in ¹yānzhī , ¹yānfěn";;hsk3
鄭;Zheng4;"NOUN

1 name of a state during the Zhou period

2 Surname  char. in ¹zhèngzhòng";郑;
鐵匠;tie3jiang4;"NOUN

blacksmith; ironsmith

M: ge / míng / 個 / 名";铁匠;
匠;jiang4;"BOUND FORM

craftsman; artisan in mùjiang";;hsk3
師傅;shi1fu5;"NOUN

1 master worker

2 tutor of a king/emperor

3 PRC general term of address in late

70s and

80s 師傅, 去天安門怎麼走? Shīfu, qù Tiān'ānmén zěnme zǒu? Excuse me, how do I get to Tiananmen?

4 court. address for service workers
	木匠師傅 mùjiang shīfu carpenter

M: ²wèi / 位";师傅;hsk5
師父;shi1fu5;"NOUN

1 tutor; master; teacher

2 court. address for a monk/nun/etc.

M: ²wèi / 位";师父;hsk6
滑稽;hua2ji5;"STATIC VERB

funny; amusing 他的表演很滑稽。 Tā de biạ̌oyǎn hěn huáji. His performance was very funny.

<hr style='width: 30%'>

NOUN

, thea. comic talk";;hsk7-9
滑;hua2;"STATIC VERB

slippery; smooth 小心路滑。 Xiǎoxīn lù huá. Be careful. The road is slippery.

<hr style='width: 30%'>

BOUND FORM

cunning; crafty in huátóu

<hr style='width: 30%'>

VERB

slip; slide

<hr style='width: 30%'>

NOUN

Surname";;hsk5
稽;ji1;"BOUND FORM

1 investigate in ¹jīchá

2 hinder in ³jīliú

3 find fault with

<hr style='width: 30%'>

NOUN

Surname See also ¹⁰qǐ";;hsk3
焦;jiao1;"STATIC VERB

burnt; scorched

<hr style='width: 30%'>

BOUND FORM

worried; anxious in ¹jiāojí

<hr style='width: 30%'>

NOUN

1 coke

2 Surname";;hsk7-9
擺平;bai3ping2;"R.VERB

, topo.

1 treat fairly 這事(兒)只有你才能擺平。 Zhè shì zhị̌yọ̌u nǐ cáinéng bǎipíng. You're the only person who can resolve this matter fairly.

2 knock flat; send sprawling

3 punish";摆平;hsk7-9
懶漢;lan3han4;"NOUN

idler; lazybones; sluggard

M: ge / míng / 個 / 名";懒汉;
漢;han4;"BOUND FORM

man in ¹dàhàn See also ¹Hàn";汉;
懶;lan3;"STATIC VERB

1 lazy 他爸爸過去認為他很懶。 Tā bàba guòqù rènwéi tā hẹ̌n lǎn. His father used to think he was lazy.

2 sluggish; languid";懒;hsk6
光蛋;guang1dan4;"NOUN

pauper";;hsk3
媳婦;xi2fu4;"NOUN

1 daughter-in-law

2 wife of sb. of a younger generation
	孫媳婦 sūnxífù grandson's wife

3 maidservant

M: ge / míng / 個 / 名";媳妇;hsk7-9
媳;xi2;"BOUND FORM

daughter-in-law in xífur";;hsk3
酩酊;ming3ding3;"VERB

PHRASE

dead drunk";;hsk3
酩;ming3;char. in mǐngdǐng , mị̌ngdǐngdàzuì;;hsk3
酊;ding3;char. in mǐngdǐng , mị̌ngdǐngdàzuì See also ⁶dīng;;hsk3
發直;fa1zhi2;"VERB

OBJECT CONSTRUCTION

be blank (of eyes)";发直;
寡;gua3;"BOUND FORM

1 few; scant in guǎyán

2 tasteless in guǎwèi

3 widowed in ¹guǎfu";;hsk3
寡婦;gua3fu5;"NOUN

widow

M: ge / míng / ²wèi / 個 / 名 / 位";寡妇;hsk7-9
寡味;gua3wei4;"STATIC VERB

1 tasteless

2 uninteresting";;hsk3
婿;xu4;"BOUND FORM

1 son-in-law in nǚxu , xùshēng

2 husband in fūxù";;hsk3
女婿;nü3xu5;"NOUN

1 son-in-law

M: ge / míng / ²wèi / 個 / 名 / 位

2 coll. husband";;hsk7-9
婿甥;xu4sheng1;"NOUN

son-in-law";;hsk3
豺;chai2;"NOUN

, zoo. jackal";;hsk3
迄;qi4;"BOUND FORM

1 up until in qìjīn

2 from beginning to end in ²qìwèi";;hsk3
迄今;qi4jin1;"VERB

PHRASE

, wr. up to now; so far 迄今沒有人打破這個記錄。 Qìjīn méiyǒu rén dǎpò zhège jìlù. No one has broken this record so far.";;hsk7-9
迄未;qi4wei4;"ADVERB

not until now; not yet";;hsk3
非同小可;fei1tong2xiao3ke3;"FIXED EXPRESSION

no small/trivial matter";;hsk3
晦;hui4;"NOUN

, wr. last day of the lunar month

<hr style='width: 30%'>

BOUND FORM

1 dark night in ⁴huìmíng

2 obscure; indistinguishable in ²huìmíng

3 unlucky in ¹huìqì";;hsk3
晦氣;hui4qi4;"STATIC VERB

unlucky 真晦氣。 Zhēn huìqì. How unlucky (I am.)";晦气;
晦明;hui4ming2;"NOUN

night and day";;hsk3
鎩;sha1;"BOUND FORM

1 ancient spear

2 injure in shāyǔ";铩;
鎩羽;sha1yu3;ID. , wr. be frustrated/discouraged/disheartened;铩羽;
阱;jing3;"BOUND FORM

trap; pitfall; pit in xiànjǐng";;hsk3
陷阱;xian4jing3;"NOUN

pitfall; pit; trap

M: ²dào / 道";;hsk7-9
搗亂;dao3luan4;"VERB

OBJECT CONSTRUCTION

cause a disturbance; make trouble";捣乱;hsk7-9
菲;"fei3; fei1";"fei3
BOUND FORM

poor; inadequate in fěibó , fēngfěi See also ⁶fēi

<hr style='width: 30%'><hr style='width: 30%'>

fei1
AB. Fēilǜbīn

<hr style='width: 30%'>

BOUND FORM

fragrant in ³fēifēi , fāngfēi , ²fēnfēi

<hr style='width: 30%'>

NOUN

, chem. phenanthrene See also ²fěi";;hsk3
傾家蕩產;qing1jia1dang4chan3;"FIXED EXPRESSION

lose the family fortune 賭博使他傾家蕩產。 Dǔbó shǐ tā qīngjiādàngchǎn. He gambled away the family fortune.";倾家荡产;hsk7-9
傾家;qing1jia1;"VERB

OBJECT CONSTRUCTION

spend/lose all one's property";倾家;
蕩;dang4;"VERB

1 swing; shake

2 loaf

3 wash away

<hr style='width: 30%'>

BOUND FORM

dissolute in fàngdàng";荡;
產;chan3;"VERB

1 give birth to; be delivered of

2 produce

<hr style='width: 30%'>

BOUND FORM

1 product; produce in chạ̌npǐn

2 property; estate in cáichǎn";产;hsk7-9
財產;cai2chan3;"NOUN

property

M: ²bǐ / 筆";财产;hsk4
產品;chan3pin3;"NOUN

product; produce

M: ²jiàn / 件";产品;hsk4
放蕩;fang4dang4;"STATIC VERB

dissolute; unconventional
	生活放蕩 shēnghuó fàngdàng have a dissolute life";放荡;
省;"sheng3; xing3";"sheng3
VERB

1 save; economize 我今天為你省了很多錢。 Wǒ jīntiān wèi nǐ shěngle hěn duō ²qián. I saved a lot of money for you today.

2 omit; leave 這幾個字可以省去。 Zhè jǐ ge zì kẹ̌yǐ shěngqù. These words can be omitted.

<hr style='width: 30%'>

NOUN

1 province

2 provincial capital

3 wr. abbreviation (of words) See also ³xǐng

<hr style='width: 30%'><hr style='width: 30%'>

xing3
BOUND FORM

1 be introspective in fạ̌nxǐng

2 be conscious/aware

3 visit (parents/superiors) in xǐngqīn See also ¹shěng";;hsk3
反省;fan3xing3;"VERB

 

<hr style='width: 30%'>

NOUN

engage in introspection; soul-searching
	你好好反省一下 Nǐ hǎohāo fạ̌nxǐng yị̄xià Examine yourself thoroughly.";;hsk7-9
